g20	0	1	1p6-10
g20	0	2	2p6-196
g20	0	3	1p17-4
g20	0	4	1p6-584
g20	0	5	2p6-148
g20	0	6	2p6-35
g20	0	7	2p6-35
g20	0	8	2p6-35
g20	0	9	2p17-4,3p17-70
g20	0	10	2p6-24
g20	0	11	1p6-3164
g20	0	6	2p6-117
g20	0	1	2p6-198
g20	0	4	2p17-6,3p17-50
g20	0	5	2p6-6
g20	0	7	2p6-70
g20	0	3	2p6-32
g20	0	2	1p17-4
g20	0	8	2p6-35
g20	0	9	2p6-32
g20	0	7	2p6-73
g20	0	3	2p6-32
g20	0	2	1p17-4
g20	0	6	2p6-8
g20	0	4	2p6-35
g20	0	1	2p6-220
g20	8	0	3p6-456
g20	0	5	2p17-4,3p17-38
g20	0	9	2p6-35
g20	0	3	2p6-34
g20	0	2	1p17-2
g20	0	5	2p6-130
g20	0	7	2p6-33
g20	0	1	2p6-196
g20	0	4	2p17-4,3p17-40
g20	0	6	2p6-35
g20	0	3	2p6-94
g20	0	1	2p6-198
g20	0	6	2p17-6,3p17-34
g20	0	5	2p6-67
g20	0	2	1p17-4
g20	0	4	2p6-35
