g20	14	1	2p6-154
g20	5	6	4p17-5,5p17-9
g20	7	8	6p17-2
g20	15	16	5p6-2549
g20	17	18	2p6-4307
g20	19	8	6p17-2
g20	20	21	4p17-5,5p17-3
g20	9	8	6p17-2
g20	22	23	1p17-8
g20	24	226	3p17-2
g20	10	1	2p6-174
g20	24	25	1p17-6
g20	26	8	6p17-2
g20	27	28	6p6-600
g20	29	24	1p17-6
g20	11	12	4p6-286
g20	13	8	6p17-2
g20	32	33	4p17-5,5p17-15
g20	34	35	9p6-129,8p6-74,7p17-8,3p17-50,11p6-121,4p6-148,12p6-72
g20	46	6	4p17-5,5p17-3
g20	47	8	6p17-2
g20	36	8	6p17-2
g20	37	8	6p17-2
g20	36	48	16p6-896
g20	49	1	2p6-174
g20	50	51	4p17-5,5p17-3
g20	52	11	2p6-1579
g20	38	39	3p17-174
g20	22	1	2p6-174
g20	22	25	1p17-6
g20	53	51	4p17-5,5p17-3
g20	40	38	13p6-3120,4p6-3604,14p6-3121
g20	41	42	15p6-1568
g20	43	6	4p17-5,5p17-6
g20	54	10	17p6-882,18p6-37,19p6-159,20p6-74
g20	44	45	2p6-212
g20	55	8	6p17-2
g20	56	8	6p17-2
g20	34	68	2p6-16
g20	57	6	4p17-4
g20	66	51	4p17-5,5p17-3
g20	67	68	2p6-18
g20	58	51	4p17-5,5p17-3
g20	59	30	21p6-960,22p6-960,3p6-120,6p6-960
g20	69	8	6p17-2
g20	60	6	4p17-5,5p17-3
g20	61	44	2p6-141
g20	62	63	23p6-1200,14p6-1072,4p6-1251
g20	42	16	5p6-2336
g20	70	29	1p17-4
g20	38	23	1p17-64
g20	64	8	6p17-2
g20	37	51	4p17-5,5p17-3
g20	71	34	63p6-393,9p6-414,25p6-280,26p6-2066,11p6-320
g20	22	38	23p6-1232,4p6-1924,14p6-600
g20	17	65	59p6-14,7p17-2,3p17-42,24p6-60,11p6-72
g20	72	8	6p17-2
g20	77	6	4p17-4,5p17-6
g20	78	8	6p17-2
g20	73	74	7p6-4
g20	63	22	28p6-20
g20	29	31	1p17-8
g20	79	8	6p17-2
g20	15	23	1p17-64
g20	223	30	6p6-249
g20	14	35	9p6-139,8p6-88,7p17-8,3p17-58,12p6-33,11p6-75,4p6-39
g20	29	38	1p17-48
g20	61	24	2p6-190
g20	80	81	3p17-170
g20	82	70	2p6-4332
g20	41	22	15p6-1380,1p17-96
g20	83	81	3p17-434
g20	22	16	5p6-2501
g20	73	38	23p6-208,4p6-484
g20	24	23	1p17-6
g20	84	34	11p6-9,5p17-2
g20	38	85	13p6-68,4p6-17
g20	30	86	4p6-222
g20	78	51	4p17-5,5p17-3
g20	54	186	50p6-40
g20	59	83	3p6-120
g20	76	6	4p17-5,5p17-3
g20	87	6	4p17-5,5p17-3
g20	15	1	2p6-174
g20	38	1	2p6-192
g20	88	6	4p17-5,5p17-3
g20	41	38	15p6-1196,1p17-96
g20	94	95	27p6-1168
g20	89	51	4p17-5,5p17-3
g20	15	186	50p6-50
g20	96	80	28p6-283
g20	90	11	2p6-34559
g20	67	65	3p17-21
g20	97	8	6p17-2
g20	16	24	9p17-707
g20	98	80	28p6-20
g20	99	6	4p17-5,5p17-3
g20	93	8	6p17-2
g20	80	95	27p6-1326
g20	93	6	4p17-5,5p17-3
g20	30	63	23p6-1200,4p6-1200,14p6-600
g20	100	8	6p17-2
g20	11	62	6p6-404
g20	42	25	1p17-54
g20	71	92	8p17-3
g20	14	65	3p17-21
g20	17	26	2p6-4303
g20	91	6	4p17-5,5p17-3
g20	103	8	6p17-2
g20	101	6	4p17-4
g20	22	95	27p6-1344
g20	29	104	1p17-6
g20	102	1	2p6-174
g20	34	36	29p6-345
g20	24	95	27p6-1348
g20	29	63	1p17-48
g20	105	6	4p17-5,5p17-3
g20	106	6	4p17-5,5p17-3
g20	107	6	4p17-5,5p17-3
g20	22	81	3p17-174
g20	114	92	8p17-3
g20	67	92	8p17-3
g20	109	6	4p17-5,5p17-12
g20	24	228	3p17-2
g20	41	83	15p6-1342,1p17-96
g20	35	8	6p17-4
g20	42	81	3p17-174
g20	15	12	4p6-342
g20	80	1	2p6-174
g20	108	104	2p6-51
g20	165	92	8p17-3
g20	18	77	31p6-2167
g20	24	39	3p17-1
g20	111	6	4p17-5,5p17-6
g20	111	8	6p17-4
g20	31	23	1p17-6
g20	10	39	3p17-2
g20	62	39	3p17-174
g20	74	95	27p6-1226
g20	73	12	4p6-276
g20	30	95	27p6-1344
g20	67	110	2p6-59
g20	113	8	6p17-2
g20	223	42	6p6-139
g20	82	104	2p6-34272
g20	54	23	1p17-48
g20	17	51	4p17-5,5p17-3
g20	41	15	15p6-1226,1p17-96
g20	90	70	2p6-4334
g20	79	92	8p17-3
g20	16	74	10p17-177
g20	44	229	3p17-2
g20	114	8	6p17-2
g20	18	65	3p17-17
g20	17	68	2p6-16
g20	70	95	27p6-1344
g20	67	1	2p6-154
