g12	289	46	2p17-15
g12	1528	1529	22p17-424
g12	8	972	2p6-40,3p6-39
g12	1529	1530	23p17-6242
g12	8	441	2p6-60,3p6-30
g12	469	2	1p17-2
g12	11	70	3p6-4711
g12	8	292	2p6-35,3p6-66
g12	8	533	2p6-60,3p6-104
g12	373	14	2p17-5,3p17-3
g12	50	109	4p17-8
g12	1529	2146	23p17-1056
g12	569	46	2p17-15,3p17-9
