g9	941	3	3p6-3
g9	278	1459	1p6-420
g9	34	9	2p6-161
g9	173	45	1p6-21
g9	3	825	3p6-12,21p6-105,7p6-27
g9	343	23	3p6-29,1p6-88
g9	554	9	2p6-36
g9	1492	15	1p6-107
g9	195	7	3p6-1580,35p6-40,4p17-8,1p17-40,6p6-585,7p6-24
g9	29	9	2p6-247
g9	30	45	1p6-46
g9	331	1317	1p6-78
g9	914	9	2p6-188
g9	31	15	1p6-149
g9	32	15	12p6-8,1p6-32
g9	1171	37	12p6-324
g9	688	3	3p6-87596,1p17-218926
g9	762	37	12p6-324
g9	3	68	3p6-12,17p6-105,7p6-27
g9	33	15	1p6-1602
g9	208	37	12p6-324
g9	5	14	3p6-526
g9	3	753	3p6-12,30p6-105,7p6-27
g9	329	3	3p6-1856
g9	1274	9	2p6-202
g9	445	22	3p6-1988,8p6-1125,173p6-30,4p17-8,19p6-206,6p6-461,7p6-75
g9	208	45	1p6-21
g9	3	1174	1p17-4
g9	903	37	12p6-454
g9	456	45	1p6-21
g9	35	15	1p6-73
g9	38	9	2p6-23
g9	108	37	12p6-324
g9	3	19	1p17-2
g9	20	8	1p6-4301
g9	3	481	1p17-6
g9	832	9	2p6-169
g9	505	4	36p17-60,2p17-10
g9	3	496	3p6-12,7p6-27,16p6-105
g9	39	9	2p6-216
g9	748	23	3p6-30,1p6-89
g9	1216	9	2p6-227
g9	950	45	1p6-61
g9	40	15	12p6-13,1p6-65
g9	16	9	2p6-21
g9	235	99	3p6-391
g9	1344	9	2p6-159
g9	644	37	12p6-324
g9	270	18	5p17-544
g9	23	67	11p6-20
g9	1573	37	12p6-324
g9	958	23	1p6-288
g9	373	4	2p17-10
g9	421	14	3p6-348,4p17-6,4p6-1152,7p6-27,6p6-294
g9	697	3	3p6-296
g9	1596	23	3p6-29,1p6-48
g9	1007	9	2p6-215
g9	9	831	1p6-1092
g9	665	37	12p6-324
g9	20	22	3p6-1153,8p6-20,4p17-6,19p6-140,7p6-12,6p6-106
g9	292	9	2p6-224
g9	15	419	2p17-5,14p17-21
g9	10	324	7p17-448
g9	527	9	2p6-190
g9	42	37	12p6-324
g9	1076	23	3p6-28,1p6-50
g9	74	23	1p6-32
g9	1355	23	3p6-28,1p6-76
g9	23	748	11p6-10
g9	1121	9	2p6-176
g9	1013	18	5p17-20
g9	43	3	1p17-4
g9	510	15	1p6-98
g9	104	45	1p6-21
g9	23	1327	11p6-11
g9	23	343	11p6-20
g9	765	3	3p6-201
g9	1108	506	77p17-140
g9	336	9	2p6-195
g9	196	37	12p6-326
g9	513	15	1p6-67
g9	48	15	1p6-1445
g9	761	3	1p17-20
g9	49	3	3p6-3,1p17-4
g9	36	1135	12p6-9
g9	520	15	1p6-38
g9	903	3	3p6-20,4p17-6,1p17-8
g9	561	45	1p6-21
g9	3	104	3p6-12,21p6-105,7p6-27
g9	514	9	2p6-228
g9	159	37	12p6-324
g9	3	681	1p17-4
g9	440	23	3p6-29,1p6-87
g9	23	671	11p6-10
g9	432	91	3p6-60
g9	3	852	1p17-24
g9	23	316	11p6-10
