g9	0	1	1p6-4297
g9	2	3	1p17-2278
g9	4	5	2p17-1
g9	6	7	1p17-32
g9	3	8	1p6-4299
g9	9	10	2p6-24
g9	11	12	3p17-12
g9	13	14	1p6-29
g9	15	16	3p6-767,4p6-586,4p17-2,5p6-12,6p6-70,7p6-27
g9	17	18	1p6-121
g9	19	10	2p6-220
g9	20	21	5p17-8
g9	7	22	1p17-4
g9	23	24	2p17-4
g9	7	25	3p6-12,8p6-276,1p17-13,9p6-22,7p6-80,10p6-115
g9	26	27	11p6-9
g9	28	18	12p6-12
g9	29	7	1p17-14
g9	30	21	5p17-4
g9	31	32	12p6-1818
g9	33	34	3p6-90
g9	35	26	3p6-30,1p6-71
g9	36	12	3p17-1292
g9	37	12	3p17-12557
g9	23	38	13p6-101
g9	39	18	1p6-198
g9	40	41	2p17-5
g9	42	43	3p6-673
g9	44	18	1p6-413
g9	45	3	3p6-154
g9	46	1	14p6-535
g9	47	48	1p6-23
g9	49	18	1p6-91
g9	50	51	1p6-21
g9	52	10	2p6-222
g9	53	10	2p6-186
g9	3	54	1p17-2
g9	55	1	1p6-6029
g9	56	25	3p6-291,6p6-132,15p6-88
g9	7	57	1p17-2
g9	58	26	1p6-31
g9	59	18	12p6-10,1p6-1563
g9	60	7	1p17-16
g9	61	10	2p6-218
g9	62	26	3p6-29,1p6-82
g9	7	63	1p17-416
g9	64	12	3p17-12
g9	65	12	6p17-24
g9	7	66	1p17-2
g9	7	67	1p17-30
g9	68	26	1p6-330
g9	3	69	3p6-12,7p6-26,16p6-105
g9	12	70	3p6-300,12p6-481,1p6-812,17p6-33831,7p6-740,7p17-346
g9	71	26	1p6-32
g9	72	7	18p6-1131,3p6-716,1p17-72,4p17-10,19p6-118,7p6-63,6p6-396,20p6-12
g9	3	73	3p6-12,21p6-105,7p6-27
g9	74	16	4p17-4,4p6-1206,5p6-12,19p6-183,6p6-234,7p6-72
g9	75	26	3p6-28,1p6-71
g9	76	7	8p17-8,1p17-28,4p17-2,6p6-109
g9	12	77	7p17-7016
g9	3	78	1p17-46
g9	79	16	4p17-4,19p6-293
g9	80	23	22p6-7117,23p6-7126
g9	81	16	3p6-329,4p17-4,4p6-609,7p6-15,6p6-68
g9	82	7	18p6-1224,3p6-398,1p17-256,4p17-8,24p6-45,6p6-54,7p6-63,20p6-19
g9	7	83	1p17-6
g9	1	84	1p6-6
g9	12	85	3p6-5828,17p6-53943,7p6-651,7p17-510
g9	7	86	3p6-12,17p6-105,7p6-27
g9	16	87	1p17-2
g9	88	34	3p6-90
g9	89	16	3p6-1132,4p6-1659,4p17-10,19p6-194,6p6-66,7p6-78
g9	12	90	25p6-63,7p17-20664
g9	24	23	2p17-1
g9	91	26	1p6-31
g9	12	92	1p6-836,7p6-437
g9	3	93	1p17-156
g9	94	7	18p6-20,3p6-92,24p6-12,4p17-2,1p17-56,19p6-20,6p6-60,7p6-12
g9	95	18	1p6-66
g9	96	97	3p6-60
g9	98	18	12p6-6
g9	99	7	1p17-50
g9	100	101	1p6-117
g9	102	7	1p17-62
g9	103	7	18p6-20,3p6-894,24p6-12,4p17-6,1p17-40,19p6-130,6p6-270,7p6-12
g9	104	1	14p6-549
g9	12	105	3p6-300,12p6-486,17p6-40348,7p6-741,7p17-492
g9	26	106	11p6-11
g9	107	108	26p6-35942877,9p17-30
g9	109	3	3p6-107
g9	110	10	2p6-187
g9	111	18	1p6-99
g9	3	112	1p17-16
g9	7	113	1p17-4
g9	114	3	1p17-8
g9	115	16	4p6-596,4p17-2,7p6-12,6p6-211
g9	116	18	1p6-109
g9	117	7	1p17-58,4p17-4,19p6-178,6p6-323
g9	7	118	1p17-18
g9	119	7	1p17-6
g9	51	7	18p6-58,3p6-1004,1p17-78,4p17-6,24p6-15,6p6-116,7p6-38
g9	120	10	2p6-249
g9	121	3	3p6-106
g9	122	7	1p17-44
g9	123	26	1p6-32
g9	124	7	18p6-40,3p6-727,24p6-12,1p17-56,4p17-4,7p6-24,6p6-60
g9	3	125	3p6-36,17p6-315,7p6-81
g9	126	16	3p6-3,4p6-1156,4p17-10,5p6-14,19p6-163,6p6-641,7p6-60
g9	127	16	3p6-3
g9	51	21	5p17-20
g9	128	18	1p6-1980
g9	129	130	2p17-4
g9	131	132	3p6-318,12p6-480,27p6-15554,7p6-548,7p17-4
g9	133	7	1p17-190
g9	7	134	3p6-12,7p6-27,16p6-105
g9	7	135	3p6-6,7p6-32
g9	26	136	11p6-10
g9	80	137	1p6-240
g9	12	138	12p6-780,1p6-1143,25p6-48,28p6-44,7p17-178
g9	139	18	1p6-101
g9	140	16	4p17-4,4p6-608,5p6-11,19p6-65,7p6-27
g9	141	16	3p6-1000,4p6-627,4p17-8,5p6-24,6p6-633,7p6-66
g9	3	142	3p6-12,29p6-105,7p6-27
g9	143	3	3p6-21
g9	3	144	3p6-12,17p6-105,7p6-27
g9	145	7	1p17-2
g9	146	16	3p6-1265,4p17-10,4p6-1177,5p6-14,6p6-805,7p6-42
g9	147	51	1p6-21
g9	148	51	1p6-66
g9	12	149	3p6-2918,17p6-33354,7p6-539,7p17-372
g9	150	26	3p6-30,1p6-84
g9	151	7	1p17-58
g9	152	1	14p6-329
g9	7	153	1p17-82
g9	154	7	18p6-20,3p6-470,4p17-4,1p17-62,6p6-310,7p6-12
g9	155	18	12p6-9,1p6-182
g9	156	7	18p6-1211,3p6-868,8p17-2,1p17-76,24p6-12,4p17-12,7p6-54,6p6-810,20p6-12
g9	157	10	2p6-167
g9	3	158	3p6-12,30p6-105,7p6-27
g9	159	26	1p6-30
g9	160	7	1p17-2
g9	161	10	2p6-246
g9	42	162	12p6-11
g9	163	12	6p17-11
g9	3	164	1p17-64
g9	165	1	1p6-4552
g9	166	12	3p17-5619
g9	167	16	3p6-1047,4p6-1254,4p17-6,5p6-40,6p6-342,7p6-80
g9	168	7	18p6-1023,3p6-3861,8p17-2,4p17-6,1p17-38,19p6-121,6p6-231,7p6-38
g9	103	3	3p6-3
g9	169	10	2p6-160
g9	26	170	11p6-10
g9	34	171	3p6-5,10p17-2
g9	172	18	1p6-264
g9	173	18	12p6-9,1p6-175
g9	174	10	2p6-251
g9	175	176	5p17-370
g9	177	51	1p6-21
g9	178	26	3p6-28,1p6-72
g9	26	179	11p6-20
g9	3	180	1p17-102
g9	181	51	1p6-21
g9	182	97	3p6-60
g9	183	7	11p17-71,12p17-75,13p17-72
g9	184	7	18p6-42,3p6-1658,1p17-64,4p17-8,19p6-175,7p6-26,6p6-60
g9	185	21	5p17-8
g9	186	51	1p6-21
g9	34	10	2p6-328
g9	187	7	18p6-1022,3p6-3486,24p6-12,4p17-6,1p17-52,19p6-122,6p6-55,7p6-38
g9	188	34	3p6-90
g9	189	190	12p6-55
g9	191	18	12p6-15,1p6-152
g9	12	192	7p17-252
g9	193	16	3p6-179,4p17-10,4p6-1198,19p6-205,6p6-418,7p6-24
g9	194	7	3p6-52,1p17-160,4p17-50,19p6-96,6p6-24,7p6-26,20p6-32
g9	53	195	31p6-1470
g9	196	85	32p6-8036,7p17-12
g9	12	11	7p17-1578
g9	197	34	3p6-90
g9	198	51	1p6-21
g9	199	7	1p17-44
g9	35	7	18p6-40,3p6-1180,4p17-18,1p17-72,19p6-151,7p6-24,6p6-60,14p17-60
g9	200	3	8p17-2,1p17-206,4p17-4,6p6-45
g9	201	21	5p17-10
g9	12	16	3p6-318,33p6-47,17p6-47052,8p17-6,4p17-2,4p6-566,7p6-761,7p17-362
g9	183	5	15p17-78,16p17-77,17p17-75
g9	26	202	11p6-10
